date,brand,source,medium,campaign,sessions
2026-07-09,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,264
2026-07-10,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,273
2026-07-11,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,211
2026-07-12,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,182
2026-07-13,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,410
2026-07-14,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,291
2026-07-15,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,342
2026-07-16,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,345
2026-07-17,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,396
2026-07-18,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,193
2026-07-19,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,272
2026-07-20,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,306
2026-07-21,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,303
2026-07-22,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,388
2026-07-23,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,300
2026-07-24,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,320
2026-07-25,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,238
2026-07-26,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,271
2026-07-27,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,325
2026-07-28,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,414
2026-07-29,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,373
2026-07-30,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,337
2026-07-31,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,290
2026-05-01,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,212
2026-05-02,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,169
2026-05-03,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,105
2026-05-04,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,225
2026-05-05,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,241
2026-05-06,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,228
2026-05-07,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,217
2026-05-08,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,201
2026-05-09,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,176
2026-05-10,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,127
2026-05-11,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,151
2026-05-12,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,178
2026-05-13,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,321
2026-05-14,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,195
2026-05-15,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,218
2026-05-16,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,180
2026-05-17,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,118
2026-05-18,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,260
2026-05-19,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,244
2026-05-20,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,269
2026-05-21,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,271
2026-05-22,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,183
2026-05-23,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,130
2026-05-24,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,120
2026-05-25,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,175
2026-05-26,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,211
2026-05-27,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,293
2026-05-28,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,205
2026-05-29,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,158
2026-05-30,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,123
2026-05-31,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,137
2026-06-01,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,210
2026-06-02,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,223
2026-06-03,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,255
2026-06-04,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,195
2026-06-05,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,155
2026-06-06,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,183
2026-06-07,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,169
2026-06-08,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,265
2026-06-09,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,242
2026-06-10,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,259
2026-06-11,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,272
2026-06-12,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,161
2026-06-13,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,139
2026-06-14,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,119
2026-06-15,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,200
2026-06-16,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,213
2026-06-17,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,224
2026-06-18,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,167
2026-06-19,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,241
2026-06-20,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,119
2026-06-21,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,145
2026-06-22,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,258
2026-06-23,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,246
2026-06-24,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,256
2026-06-25,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,183
2026-06-26,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,239
2026-06-27,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,155
2026-06-28,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,165
2026-06-29,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,190
2026-06-30,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,272
2026-07-01,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,255
2026-07-02,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,182
2026-07-03,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,206
2026-07-04,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,144
2026-07-05,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,158
2026-07-06,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,234
2026-07-07,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,182
2026-07-08,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,191
2026-07-09,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,259
2026-07-10,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,231
2026-07-11,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,125
2026-07-12,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,159
2026-07-13,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,219
2026-07-14,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,251
2026-07-15,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,248
2026-07-16,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,281
2026-07-17,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,190
2026-07-18,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,193
2026-07-19,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,179
2026-07-20,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,283
2026-07-21,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,239
2026-07-22,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,240
2026-07-23,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,211
2026-07-24,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,184
2026-07-25,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,157
2026-07-26,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,152
2026-07-27,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,265
2026-07-28,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,231
2026-07-29,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,288
2026-07-30,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,319
2026-07-31,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,199
2026-05-01,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,86
2026-05-02,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,97
2026-05-03,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,85
2026-05-04,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,78
2026-05-05,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,100
2026-05-06,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,119
2026-05-07,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,71
2026-05-08,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,84
2026-05-09,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,80
2026-05-10,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,84
2026-05-11,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,132
2026-05-12,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,108
2026-05-13,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,101
2026-05-14,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,118
2026-05-15,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,102
2026-05-16,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,89
2026-05-17,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,70
2026-05-18,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,114
2026-05-19,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,149
2026-05-20,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,121
2026-05-21,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,86
2026-05-22,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,80
2026-05-23,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,83
2026-05-24,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,56
2026-05-25,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,96
2026-05-26,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,92
2026-05-27,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,140
2026-05-28,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,103
2026-05-29,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,90
2026-05-30,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,61
2026-05-31,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,56
2026-06-01,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,111
2026-06-02,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,138
2026-06-03,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,109
2026-06-04,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,97
2026-06-05,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,89
2026-06-06,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,76
2026-06-07,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,84
2026-06-08,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,81
2026-06-09,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,102
2026-06-10,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,103
2026-06-11,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,120
2026-06-12,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,93
2026-06-13,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,75
2026-06-14,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,76
2026-06-15,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,113
2026-06-16,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,113
2026-06-17,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,103
2026-06-18,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,121
2026-06-19,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,98
2026-06-20,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,51
2026-06-21,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,65
2026-06-22,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,94
2026-06-23,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,101
2026-06-24,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,140
2026-06-25,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,103
2026-06-26,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,77
2026-06-27,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,58
2026-06-28,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,62
2026-06-29,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,84
2026-06-30,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,91
2026-07-01,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,136
2026-07-02,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,98
2026-07-03,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,106
2026-07-04,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,88
2026-07-05,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,53
2026-07-06,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,96
2026-07-07,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,101
2026-07-08,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,137
2026-07-09,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,104
2026-07-10,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,91
2026-07-11,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,67
2026-07-12,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,82
2026-07-13,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,112
2026-07-14,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,81
2026-07-15,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,91
2026-07-16,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,139
2026-07-17,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,88
2026-07-18,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,63
2026-07-19,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,69
2026-07-20,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,92
2026-07-21,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,109
2026-07-22,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,119
2026-07-23,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,99
2026-07-24,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,95
2026-07-25,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,79
2026-07-26,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,76
2026-07-27,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,114
2026-07-28,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,143
2026-07-29,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,103
2026-07-30,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,108
2026-07-31,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,125
2026-05-01,PKF,facebook,paid_social,PKF_US_Meta_Conversions,182
2026-05-02,PKF,facebook,paid_social,PKF_US_Meta_Conversions,154
2026-05-03,PKF,facebook,paid_social,PKF_US_Meta_Conversions,147
2026-05-04,PKF,facebook,paid_social,PKF_US_Meta_Conversions,177
2026-05-05,PKF,facebook,paid_social,PKF_US_Meta_Conversions,227
2026-05-06,PKF,facebook,paid_social,PKF_US_Meta_Conversions,319
2026-05-07,PKF,facebook,paid_social,PKF_US_Meta_Conversions,198
2026-05-08,PKF,facebook,paid_social,PKF_US_Meta_Conversions,166
2026-05-09,PKF,facebook,paid_social,PKF_US_Meta_Conversions,144
2026-05-10,PKF,facebook,paid_social,PKF_US_Meta_Conversions,199
2026-05-11,PKF,facebook,paid_social,PKF_US_Meta_Conversions,194
2026-05-12,PKF,facebook,paid_social,PKF_US_Meta_Conversions,315
2026-05-13,PKF,facebook,paid_social,PKF_US_Meta_Conversions,267
2026-05-14,PKF,facebook,paid_social,PKF_US_Meta_Conversions,238
2026-05-15,PKF,facebook,paid_social,PKF_US_Meta_Conversions,208
2026-05-16,PKF,facebook,paid_social,PKF_US_Meta_Conversions,165
2026-05-17,PKF,facebook,paid_social,PKF_US_Meta_Conversions,128
2026-05-18,PKF,facebook,paid_social,PKF_US_Meta_Conversions,218
2026-05-19,PKF,facebook,paid_social,PKF_US_Meta_Conversions,190
2026-05-20,PKF,facebook,paid_social,PKF_US_Meta_Conversions,271
2026-05-21,PKF,facebook,paid_social,PKF_US_Meta_Conversions,232
2026-05-22,PKF,facebook,paid_social,PKF_US_Meta_Conversions,196
2026-05-23,PKF,facebook,paid_social,PKF_US_Meta_Conversions,150
2026-05-24,PKF,facebook,paid_social,PKF_US_Meta_Conversions,181
2026-05-25,PKF,facebook,paid_social,PKF_US_Meta_Conversions,183
2026-05-26,PKF,facebook,paid_social,PKF_US_Meta_Conversions,186
2026-05-27,PKF,facebook,paid_social,PKF_US_Meta_Conversions,306
2026-05-28,PKF,facebook,paid_social,PKF_US_Meta_Conversions,291
2026-05-29,PKF,facebook,paid_social,PKF_US_Meta_Conversions,176
2026-05-30,PKF,facebook,paid_social,PKF_US_Meta_Conversions,129
2026-05-31,PKF,facebook,paid_social,PKF_US_Meta_Conversions,139
2026-06-01,PKF,facebook,paid_social,PKF_US_Meta_Conversions,239
2026-06-02,PKF,facebook,paid_social,PKF_US_Meta_Conversions,248
2026-06-03,PKF,facebook,paid_social,PKF_US_Meta_Conversions,261
2026-06-04,PKF,facebook,paid_social,PKF_US_Meta_Conversions,257
2026-06-05,PKF,facebook,paid_social,PKF_US_Meta_Conversions,219
2026-06-06,PKF,facebook,paid_social,PKF_US_Meta_Conversions,224
2026-06-07,PKF,facebook,paid_social,PKF_US_Meta_Conversions,191
2026-06-08,PKF,facebook,paid_social,PKF_US_Meta_Conversions,264
2026-06-09,PKF,facebook,paid_social,PKF_US_Meta_Conversions,256
2026-06-10,PKF,facebook,paid_social,PKF_US_Meta_Conversions,174
2026-06-11,PKF,facebook,paid_social,PKF_US_Meta_Conversions,255
2026-06-12,PKF,facebook,paid_social,PKF_US_Meta_Conversions,239
2026-06-13,PKF,facebook,paid_social,PKF_US_Meta_Conversions,123
2026-06-14,PKF,facebook,paid_social,PKF_US_Meta_Conversions,105
2026-06-15,PKF,facebook,paid_social,PKF_US_Meta_Conversions,254
2026-06-16,PKF,facebook,paid_social,PKF_US_Meta_Conversions,247
2026-06-17,PKF,facebook,paid_social,PKF_US_Meta_Conversions,291
2026-06-18,PKF,facebook,paid_social,PKF_US_Meta_Conversions,281
2026-06-19,PKF,facebook,paid_social,PKF_US_Meta_Conversions,318
2026-06-20,PKF,facebook,paid_social,PKF_US_Meta_Conversions,155
2026-06-21,PKF,facebook,paid_social,PKF_US_Meta_Conversions,184
2026-06-22,PKF,facebook,paid_social,PKF_US_Meta_Conversions,197
2026-06-23,PKF,facebook,paid_social,PKF_US_Meta_Conversions,300
2026-06-24,PKF,facebook,paid_social,PKF_US_Meta_Conversions,244
2026-06-25,PKF,facebook,paid_social,PKF_US_Meta_Conversions,248
2026-06-26,PKF,facebook,paid_social,PKF_US_Meta_Conversions,228
2026-06-27,PKF,facebook,paid_social,PKF_US_Meta_Conversions,185
2026-06-28,PKF,facebook,paid_social,PKF_US_Meta_Conversions,186
2026-06-29,PKF,facebook,paid_social,PKF_US_Meta_Conversions,194
2026-06-30,PKF,facebook,paid_social,PKF_US_Meta_Conversions,225
